label,id,vote,verified,review_len,summary_len
0,267,0,0,58,11
1,268,0,0,12,12
0,269,0,0,18,39
1,270,0,0,24,24
1,271,0,0,57,12
1,272,0,0,114,34
1,273,0,0,36,12
1,274,0,0,29,14
0,275,3,0,36,12
0,276,3,0,98,15
0,277,0,0,38,5
0,278,0,0,151,4
0,279,0,0,26,4
0,280,0,0,51,5
0,281,2,0,21,20
1,282,4,0,166,39
1,283,2,0,28,9
1,284,0,0,132,23
1,285,0,0,115,16
1,286,0,0,114,39
1,287,0,0,232,24
1,288,0,0,47,15
0,289,0,0,67,25
1,290,0,0,101,11
1,291,0,0,50,17
0,292,0,0,55,9
1,293,0,0,32,31
1,294,3,0,51,13
1,295,2,0,40,12
0,296,19,0,206,41
1,297,28,0,392,24
1,298,4,0,115,23
0,299,3,0,141,25
1,300,2,0,72,23
1,301,2,0,39,13
1,302,4,0,61,20
1,303,3,0,37,16
0,304,9,0,2328,128
1,305,0,0,86,10
1,306,0,0,41,16
0,307,0,0,137,12
1,308,0,0,164,45
0,309,0,0,31,3
0,310,4,0,1168,50
1,311,0,0,20,10
0,312,6,0,20,3
0,313,9,0,60,8
0,314,7,0,299,13
0,315,9,0,63,11
0,316,6,0,48,8
0,317,9,0,254,50
1,318,24,0,1153,25
1,319,2,0,115,12
0,320,0,0,60,9
0,321,0,0,57,17
0,322,0,0,70,25
0,323,0,0,119,16
0,324,0,0,45,3
0,325,0,0,72,10
0,326,0,0,4,55
0,327,0,0,354,24
0,328,0,0,24,10
0,329,2,0,161,14
0,330,0,0,66,16
1,331,0,0,79,16
1,332,0,0,245,42
0,333,0,0,1185,56
0,334,0,0,130,9
0,335,0,0,140,9
1,336,0,0,406,42
1,337,0,0,160,7
0,338,0,0,131,15
1,339,3,0,39,12
1,340,2,0,322,20
1,341,0,0,50,15
0,342,0,0,130,8
0,343,0,0,53,16
1,344,0,0,37,28
1,345,0,0,224,39
0,346,0,0,53,17
0,347,2,0,43,8
0,348,0,0,17,11
0,349,0,0,6,30
0,350,0,0,92,9
1,351,0,0,59,44
0,352,0,0,125,29
0,353,0,0,110,15
0,354,0,0,43,12
0,355,0,0,8,3
0,356,0,0,94,18
0,357,0,0,25,12
1,358,0,0,17,4
0,359,2,0,65,24
0,360,2,0,22,22
1,361,0,0,18,18
1,362,0,0,275,34
0,363,0,0,42,3
1,364,0,0,126,27
0,365,2,0,64,14
0,366,0,0,52,11
0,367,0,0,68,8
0,368,0,0,63,14
0,369,0,0,29,8
0,370,0,0,135,30
1,371,0,0,56,3
0,372,0,0,39,22
0,373,0,0,50,3
0,374,0,0,102,18
1,375,0,0,29,21
1,376,0,0,79,9
1,377,0,0,37,32
0,378,0,0,8,4
0,379,0,0,62,15
0,380,4,0,578,22
0,381,11,0,776,10
0,382,3,0,135,17
0,383,3,0,50,8
1,384,0,0,87,6
0,385,0,0,155,23
0,386,0,0,151,10
0,387,0,0,87,14
0,388,3,0,127,22
0,389,2,0,347,8
1,390,2,0,234,39
1,391,4,0,115,29
0,392,3,0,29,20
1,393,0,0,90,7
1,394,0,0,50,18
0,395,0,0,113,8
0,396,0,0,258,24
1,397,0,0,108,15
1,398,0,0,97,15
1,399,0,0,151,8
1,400,0,0,246,19
1,401,0,0,57,19
1,402,0,0,76,18
0,403,0,0,274,15
1,404,0,0,49,5
0,405,0,0,70,10
0,406,0,0,34,3
0,407,7,0,22,10
1,408,0,0,88,23
0,409,3,0,40,12
0,410,5,0,91,12
0,411,5,0,93,23
0,412,4,0,41,18
1,413,2,0,199,22
0,414,3,0,94,28
1,415,0,0,599,35
1,416,0,0,22,5
1,417,0,0,43,7
1,418,0,0,177,9
1,419,0,0,143,25
0,420,3,0,37,7
1,421,5,0,437,43
0,422,9,0,471,36
1,423,2,0,206,4
0,424,0,0,140,14
1,425,0,0,10,37
0,426,0,0,45,33
0,427,2,0,24,10
0,428,3,0,46,4
0,429,3,0,9,4
0,430,3,0,113,6
0,431,3,0,33,19
0,432,3,0,38,12
1,433,0,0,73,11
0,434,0,0,32,8
0,435,0,0,3,3
1,436,0,0,68,8
1,437,0,0,159,18
0,438,0,0,86,32
1,439,0,0,136,34
1,440,0,0,96,7
0,441,0,0,89,9
0,442,0,0,349,31
1,443,0,0,82,11
0,444,2,0,30,7
0,445,3,0,80,6
0,446,0,0,97,12
0,447,4,0,9,5
1,448,0,0,159,43
0,449,0,0,116,14
0,450,0,0,25,11
1,451,0,0,91,11
0,452,2,0,10,3
0,453,0,0,29,6
0,454,0,0,63,9
1,455,0,0,52,23
1,456,0,0,52,10
1,457,0,0,93,11
1,458,0,0,54,12
1,459,0,0,242,12
1,460,0,0,75,10
1,461,0,0,86,10
0,462,0,0,166,24
1,463,2,0,248,17
1,464,0,0,38,19
1,465,0,0,67,10
1,466,0,0,192,15
1,467,0,0,33,44
1,468,3,0,114,10
0,469,3,0,36,16
0,470,0,0,23,13
0,471,0,0,70,37
0,472,0,0,32,7
0,473,4,0,60,47
0,474,2,0,32,20
0,475,2,0,134,4
1,476,2,0,69,39
0,477,2,0,135,11
0,478,0,0,91,37
0,479,0,0,116,23
0,480,2,0,24,12
0,481,3,0,82,27
0,482,2,0,14,3
1,483,2,0,23,8
0,484,2,0,22,20
1,485,0,0,60,22
0,486,4,0,79,15
0,487,3,0,63,4
0,488,3,0,8,8
0,489,4,0,45,6
0,490,3,0,166,23
0,491,0,0,49,11
0,492,0,0,3,17
0,493,0,0,1,3
1,494,0,0,48,4
0,495,0,0,302,18
0,496,0,0,102,15
0,497,3,0,21,11
0,498,2,0,20,6
0,499,4,0,9,4
0,500,5,0,83,28
0,501,0,0,77,14
1,502,0,0,107,3
0,503,4,0,150,33
0,504,4,0,11,10
0,505,4,0,105,11
1,506,2,0,64,30
0,507,3,0,71,20
1,508,4,0,50,3
1,509,0,0,210,46
0,510,0,0,18,14
1,511,0,0,116,20
1,512,0,0,339,37
1,513,0,0,69,18
0,514,2,0,53,9
0,515,0,0,86,10
1,516,0,0,210,15
1,517,2,0,293,29
1,518,0,0,64,8
1,519,0,0,51,18
1,520,0,0,116,25
0,521,0,0,47,11
1,522,0,0,28,12
1,523,10,0,212,11
0,524,5,0,183,7
1,525,0,0,49,20
0,526,0,0,84,6
0,527,12,0,790,29
1,528,0,0,11,11
1,529,0,0,130,31
1,530,0,0,111,13
1,531,0,0,56,14
0,532,0,0,99,13
1,533,2,0,117,12
1,534,0,0,115,11
0,535,0,0,27,18
0,536,0,0,56,21
0,537,0,0,36,40
1,538,0,0,445,41
1,539,0,0,400,25
1,540,0,0,49,14
1,541,0,0,252,34
1,542,0,0,83,30
1,543,0,0,59,15
1,544,0,0,321,23
1,545,0,0,168,27
0,546,0,0,77,7
1,547,0,0,101,55
1,548,0,0,152,24
0,549,0,0,91,18
1,550,0,0,85,30
0,551,5,0,260,28
1,552,3,0,386,20
1,553,4,0,25,3
1,554,2,0,40,32
1,555,8,0,405,29
1,556,0,0,204,24
1,557,8,0,133,32
1,558,0,0,128,15
0,559,0,0,13,12
1,560,0,0,181,27
0,561,0,0,212,15
0,562,0,0,124,11
1,563,0,0,126,40
0,564,0,0,8,21
0,565,0,0,61,7
0,566,0,0,37,9
0,567,0,0,73,14
0,568,3,0,101,24
0,569,0,0,21,18
0,570,2,0,84,11
0,571,3,0,69,11
1,572,0,0,95,3
0,573,0,0,35,21
0,574,0,0,78,20
1,575,0,0,38,30
0,576,0,0,41,3
0,577,0,0,177,28
1,578,0,0,166,8
0,579,0,0,46,7
0,580,0,0,63,20
1,581,0,0,95,29
0,582,0,0,28,10
0,583,0,0,109,24
0,584,0,0,93,7
1,585,0,0,34,100
1,586,0,0,112,12
1,587,0,0,28,12
1,588,0,0,95,26
0,589,0,0,9,24
0,590,0,0,16,3
0,591,0,0,230,20
1,592,0,0,92,20
0,593,0,0,57,10
1,594,0,0,121,12
0,595,0,0,125,15
0,596,0,0,206,10
0,597,0,0,67,23
0,598,0,0,359,32
0,599,0,0,12,4
1,600,0,0,238,8
0,601,0,0,13,14
0,602,0,0,5,12
0,603,4,0,116,3
0,604,4,0,4,4
1,605,2,0,9,25
0,606,0,0,12,10
1,607,0,0,80,52
1,608,2,0,909,39
0,609,0,0,135,43
0,610,0,0,31,10
0,611,2,0,78,14
1,612,0,0,53,7
0,613,0,0,20,3
1,614,2,0,498,36
0,615,0,0,179,21
1,616,0,0,261,22
0,617,0,0,181,8
0,618,0,0,29,8
0,619,0,0,70,25
0,620,0,0,15,8
1,621,3,0,123,18
1,622,2,0,147,5
1,623,2,0,106,26
0,624,0,0,645,30
1,625,0,0,181,11
0,626,3,0,181,45
0,627,0,0,50,29
1,628,2,0,207,8
1,629,0,0,241,10
0,630,0,0,455,35
1,631,2,0,297,42
1,632,0,0,159,14
0,633,0,0,244,38
0,634,0,0,18,8
0,635,0,0,36,10
1,636,3,0,68,14
0,637,0,0,43,9
0,638,0,0,74,28
1,639,2,0,186,34
0,640,3,0,73,26
0,641,0,0,58,3
1,642,0,0,430,55
0,643,3,0,205,33
1,644,2,0,40,30
0,645,0,0,70,25
1,646,2,0,223,28
1,647,2,0,400,26
0,648,2,0,31,13
0,649,2,0,138,21
1,650,0,0,172,11
0,651,0,0,83,9
0,652,2,0,461,6
1,653,0,0,148,13
0,654,2,0,347,37
0,655,0,0,113,28
0,656,0,0,90,13
0,657,0,0,105,17
0,658,0,0,156,15
0,659,0,0,154,21
0,660,0,0,42,13
1,661,0,0,166,7
1,662,0,0,271,18
0,663,0,0,162,26
0,664,0,0,3,3
0,665,0,0,246,19
1,666,2,0,112,17
0,667,4,0,195,27
1,668,2,0,303,24
1,669,2,0,138,26
0,670,0,0,12,4
1,671,3,0,109,15
1,672,0,0,73,5
1,673,2,0,188,21
1,674,0,0,272,11
0,675,0,0,45,3
1,676,2,0,352,81
0,677,0,0,59,11
0,678,0,0,184,12
0,679,0,0,165,27
0,680,0,0,94,8
0,681,0,0,26,10
1,682,2,0,172,26
0,683,2,0,46,15
1,684,0,0,119,15
0,685,0,0,163,27
0,686,2,0,178,35
0,687,0,0,150,12
0,688,0,0,58,14
1,689,3,0,316,38
0,690,2,0,170,8
0,691,0,0,56,9
0,692,2,0,79,22
0,693,0,0,14,14
0,694,0,0,135,17
0,695,0,0,238,29
0,696,2,0,576,39
0,697,0,0,210,20
1,698,3,0,102,11
0,699,0,0,46,18
1,700,3,0,174,27
0,701,0,0,124,20
0,702,0,0,175,8
1,703,0,0,254,12
1,704,2,0,38,7
0,705,0,0,3,3
0,706,4,0,210,10
0,707,3,0,96,13
0,708,0,0,41,7
0,709,0,0,32,11
1,710,0,0,124,4
1,711,0,0,224,15
1,712,2,0,185,14
1,713,12,0,146,26
0,714,7,0,143,12
0,715,8,0,482,18
1,716,3,0,1559,88
0,717,0,0,56,3
1,718,0,0,208,21
1,719,0,0,56,23
1,720,0,0,57,25
1,721,0,0,638,14
0,722,10,0,376,51
1,723,0,0,49,13
1,724,0,0,230,28
1,725,4,0,37,12
1,726,0,0,280,3
1,727,0,0,114,17
0,728,0,0,61,3
0,729,0,0,10,7
1,730,2,0,82,9
0,731,0,0,138,11
0,732,0,0,19,16
0,733,0,0,130,3
0,734,0,0,377,12
0,735,0,0,64,12
0,736,0,0,195,17
0,737,0,0,101,4
0,738,0,0,12,7
1,739,4,0,221,33
1,740,3,0,253,29
1,741,2,0,122,12
1,742,0,0,135,5
0,743,0,0,42,25
0,744,0,0,336,15
1,745,0,0,125,6
0,746,0,0,192,3
0,747,0,0,134,15
0,748,2,0,19,4
0,749,2,0,11,4
0,750,0,0,134,18
1,751,2,0,61,27
0,752,2,0,84,16
0,753,2,0,102,15
0,754,0,0,19,10
1,755,2,0,45,11
0,756,6,0,548,36
0,757,0,0,25,15
1,758,0,0,16,16
0,759,0,0,87,22
0,760,0,0,51,1
1,761,0,0,391,38
1,762,2,0,216,77
1,763,0,0,179,22
0,764,0,0,111,22
0,765,0,0,11,27
0,766,0,0,35,14
1,767,0,0,204,42
1,768,0,0,736,3
0,769,0,0,98,9
0,770,0,0,169,42
0,771,0,0,44,9
0,772,0,0,133,16
1,773,0,0,212,24
0,774,0,0,37,3
1,775,2,0,201,25
0,776,0,0,12,14
1,777,0,0,215,3
0,778,0,0,8,11
0,779,0,0,89,3
1,780,0,0,117,9
0,781,0,0,143,37
1,782,0,0,186,15
1,783,0,0,85,18
0,784,0,0,3,9
1,785,0,0,390,18
0,786,0,0,34,9
1,787,2,0,230,29
0,788,0,0,186,27
0,789,0,0,121,9
0,790,0,0,75,8
0,791,0,0,150,60
1,792,0,0,114,2
0,793,0,0,49,9
1,794,0,0,113,3
1,795,0,0,147,24
1,796,0,0,216,66
0,797,0,0,28,11
0,798,0,0,150,8
1,799,2,0,221,8
0,800,0,0,511,32
1,801,0,0,307,35
0,802,0,0,12,3
1,803,0,0,81,19
1,804,0,0,136,15
1,805,2,0,70,10
1,806,0,0,109,5
0,807,0,0,29,3
1,808,4,0,184,26
0,809,0,0,96,29
0,810,0,0,152,8
0,811,2,0,188,4
0,812,0,0,76,14
0,813,0,0,96,31
0,814,0,0,112,16
0,815,0,0,127,17
0,816,0,0,239,33
0,817,0,0,26,3
0,818,0,0,283,52
0,819,0,0,38,52
0,820,0,0,79,40
1,821,0,0,83,26
1,822,0,0,306,35
0,823,0,0,203,42
1,824,2,0,164,60
1,825,0,0,83,28
1,826,2,0,315,48
0,827,0,0,71,14
1,828,0,0,39,29
1,829,2,0,377,56
0,830,0,0,17,8
0,831,0,0,60,10
1,832,0,0,53,9
1,833,0,0,340,81
1,834,0,0,301,43
0,835,0,0,134,3
0,836,2,0,236,12
0,837,0,0,100,18
1,838,0,0,84,29
0,839,0,0,182,18
0,840,0,0,44,10
1,841,0,0,199,23
0,842,0,0,113,10
1,843,0,0,226,9
0,844,0,0,46,11
0,845,0,0,137,35
0,846,0,0,73,5
0,847,0,0,115,5
0,848,0,0,14,3
0,849,0,0,120,8
0,850,0,0,58,24
0,851,0,0,110,9
0,852,0,0,78,11
0,853,0,0,82,22
0,854,0,0,150,21
0,855,2,0,3,10
0,856,0,0,79,38
0,857,0,0,76,12
0,858,0,0,58,37
1,859,0,0,174,30
0,860,0,0,126,10
0,861,0,0,151,8
0,862,0,0,171,23
0,863,0,0,123,91
0,864,0,0,99,29
1,865,0,0,116,35
0,866,0,0,266,16
1,867,0,0,70,8
0,868,0,0,132,61
1,869,0,0,374,29
1,870,0,0,123,8
0,871,0,0,132,39
0,872,0,0,54,28
0,873,0,0,67,10
0,874,0,0,65,8
1,875,0,0,229,75
1,876,0,0,354,52
0,877,0,0,291,14
0,878,0,0,68,16
1,879,0,0,87,25
1,880,0,0,74,11
1,881,0,0,39,58
1,882,0,0,25,16
1,883,2,0,199,91
1,884,0,0,81,11
0,885,2,0,65,21
0,886,0,0,730,36
0,887,0,0,49,22
1,888,0,0,105,18
1,889,0,0,103,3
1,890,0,0,108,48
0,891,0,0,85,11
0,892,0,0,10,10
1,893,0,0,90,15
1,894,0,0,295,20
1,895,0,0,89,12
1,896,0,0,417,56
0,897,0,0,40,17
1,898,0,0,88,3
0,899,0,0,3,3
0,900,0,0,114,15
1,901,0,0,110,18
1,902,0,0,42,9
1,903,0,0,266,15
1,904,0,0,20,8
0,905,0,0,49,17
0,906,0,0,63,13
1,907,0,0,48,3
0,908,0,0,138,32
0,909,0,0,116,27
0,910,0,0,34,3
0,911,0,0,120,35
0,912,0,0,90,8
0,913,2,0,60,10
0,914,0,0,40,6
0,915,0,0,25,3
1,916,0,0,410,22
0,917,0,0,256,15
0,918,0,0,63,39
0,919,0,0,16,9
1,920,2,0,73,8
1,921,2,0,259,24
1,922,0,0,91,13
0,923,0,0,19,3
0,924,0,0,77,21
1,925,2,0,772,34
1,926,2,0,133,24
0,927,0,0,25,3
1,928,2,0,263,10
1,929,2,0,170,64
0,930,0,0,24,
1,931,2,0,142,39
0,932,0,0,401,37
0,933,0,0,131,3
0,934,0,0,64,28
1,935,3,0,233,17
1,936,3,0,232,25
0,937,0,0,72,3
0,938,2,0,76,8
1,939,2,0,123,39
0,940,0,0,5,9
1,941,2,0,562,52
0,942,2,0,81,36
0,943,0,0,16,4
0,944,0,0,23,16
1,945,0,0,176,13
0,946,2,0,11,10
0,947,2,0,272,26
0,948,3,0,64,12
0,949,2,0,131,10
0,950,2,0,32,3
0,951,2,0,7,6
1,952,3,0,51,58
0,953,0,0,22,7
1,954,3,0,343,18
0,955,3,0,66,4
1,956,4,0,314,22
0,957,0,0,127,14
0,958,0,0,37,11
0,959,2,0,167,16
1,960,3,0,70,30
0,961,0,0,75,8
1,962,3,0,230,14
1,963,0,0,47,11
1,964,2,0,168,36
0,965,2,0,6,27
1,966,3,0,29,5
1,967,4,0,310,35
1,968,4,0,164,21
1,969,4,0,62,20
1,970,4,0,201,19
1,971,3,0,206,14
1,972,4,0,230,38
1,973,12,0,218,20
1,974,4,0,40,4
0,975,3,0,78,11
1,976,4,0,229,20
1,977,3,0,33,24
0,978,0,0,33,7
1,979,3,0,141,3
0,980,3,0,155,13
0,981,2,0,173,5
0,982,4,0,123,12
0,983,0,0,91,7
0,984,0,0,19,4
0,985,0,0,19,17
0,986,2,0,14,11
0,987,4,0,768,26
0,988,2,0,18,15
0,989,3,0,295,9
0,990,2,0,74,3
0,991,3,0,26,14
0,992,4,0,434,11
1,993,0,0,11,11
1,994,0,0,46,10
1,995,0,0,178,28
1,996,4,0,18,16
1,997,2,0,113,21
0,998,3,0,54,14
0,999,0,0,29,35
1,1000,0,0,82,33
0,1001,3,0,56,14
0,1002,2,0,61,7
1,1003,2,0,133,6
0,1004,3,0,11,3
0,1005,0,0,32,11
1,1006,3,0,211,10
0,1007,0,0,94,12
0,1008,4,0,187,19
0,1009,3,0,57,7
1,1010,2,0,148,28
0,1011,0,0,4,8
1,1012,2,0,24,2
1,1013,3,0,27,10
1,1014,2,0,76,4
0,1015,3,0,100,13
0,1016,2,0,41,3
1,1017,3,0,127,38
0,1018,0,0,188,32
1,1019,2,0,58,9
0,1020,0,0,86,28
0,1021,0,0,79,36
0,1022,0,0,99,9
0,1023,0,0,11,9
1,1024,0,0,78,5
1,1025,0,0,252,19
1,1026,0,0,71,21
0,1027,0,0,33,22
1,1028,0,0,97,52
1,1029,0,0,380,20
0,1030,0,0,39,3
0,1031,0,0,219,8
1,1032,0,0,109,21
0,1033,2,0,73,9
1,1034,2,0,256,52
1,1035,0,0,93,17
0,1036,2,0,30,9
0,1037,2,0,43,38
1,1038,6,0,72,19
1,1039,7,0,140,38
0,1040,5,0,157,50
0,1041,3,0,342,31
1,1042,2,0,206,31
1,1043,0,0,48,16
1,1044,0,0,191,17
1,1045,0,0,98,20
1,1046,2,0,139,8
1,1047,0,0,357,42
0,1048,0,0,108,21
0,1049,2,0,69,25
0,1050,0,0,4,9
0,1051,0,0,3,3
1,1052,2,0,131,4
1,1053,0,0,355,26
1,1054,0,0,169,18
1,1055,0,0,107,25
0,1056,0,0,129,18
0,1057,0,0,93,25
1,1058,0,0,38,21
1,1059,0,0,91,55
0,1060,0,0,24,17
1,1061,0,0,26,17
1,1062,0,0,200,7
1,1063,0,0,297,18
0,1064,0,0,44,22
0,1065,0,0,95,15
1,1066,0,0,52,25
0,1067,0,0,41,22
1,1068,0,0,290,24
0,1069,4,0,323,18
0,1070,0,0,95,31
1,1071,0,0,93,18
1,1072,0,0,321,26
1,1073,0,0,82,5
1,1074,0,0,45,12
1,1075,0,0,107,30
0,1076,0,0,175,14
1,1077,0,0,189,6
0,1078,0,0,45,24
0,1079,0,0,157,40
0,1080,0,0,205,7
0,1081,0,0,93,70
1,1082,0,0,79,18
0,1083,0,0,44,4
0,1084,0,0,77,13
0,1085,0,0,243,41
0,1086,0,0,51,28
0,1087,0,0,80,35
0,1088,0,0,136,10
0,1089,0,0,183,22
0,1090,14,0,637,11
0,1091,0,0,54,3
1,1092,0,0,176,14
1,1093,5,0,362,3
1,1094,5,0,1218,42
0,1095,0,0,49,12
1,1096,3,0,156,10
0,1097,0,0,59,34
0,1098,0,0,92,11
0,1099,0,0,15,15
0,1100,0,0,41,10
0,1101,0,0,323,15
0,1102,0,0,118,10
1,1103,0,0,72,3
0,1104,0,0,29,8
1,1105,0,0,77,35
0,1106,0,0,99,11
1,1107,0,0,221,28
0,1108,0,0,83,5
0,1109,0,0,170,12
0,1110,0,0,49,3
0,1111,0,0,150,13
1,1112,10,0,320,34
1,1113,0,0,62,31
0,1114,0,0,4,32
1,1115,0,0,390,48
0,1116,0,0,40,3
1,1117,0,0,19,6
0,1118,0,0,4,3
0,1119,0,0,25,10
0,1120,0,0,3,3
0,1121,0,0,150,24
1,1122,0,0,78,30
1,1123,6,0,33,20
0,1124,2,0,121,11
0,1125,0,0,54,30
0,1126,4,0,141,9
1,1127,7,0,212,25
1,1128,7,0,168,16
1,1129,6,0,192,12
1,1130,6,0,849,15
1,1131,5,0,173,44
1,1132,3,0,143,18
1,1133,5,0,94,35
0,1134,0,0,25,17
1,1135,6,0,290,62
1,1136,0,0,87,12
1,1137,2,0,392,35
1,1138,4,0,142,21
1,1139,0,0,224,25
1,1140,0,0,74,19
0,1141,2,0,206,24
1,1142,0,0,50,64
1,1143,0,0,29,11
1,1144,2,0,177,55
1,1145,2,0,189,15
1,1146,6,0,265,25
0,1147,5,0,104,19
0,1148,5,0,151,18
0,1149,11,0,286,29
